Internet Service,Internet Service_Telco_customer_churn_services,Online Security,Online Security_Telco_customer_churn_services,Online Backup,Online Backup_Telco_customer_churn_services,Streaming TV,Streaming TV_Telco_customer_churn_services,Streaming Movies,Streaming Movies_Telco_customer_churn_services,Contract,Contract_Telco_customer_churn_services,Payment Method,Payment Method_Telco_customer_churn_services,Total Charges,Total Charges_Telco_customer_churn_services,Churn Reason,Churn Reason_Telco_customer_churn_status
DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,2049.05,2049.05,,
DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,3629.2,3629.2,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,202.3,202.3,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,147.5,147.5,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,86.35,86.35,,
DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,579,579.0,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,One Year,Mailed check,Credit Card,3131.55,3131.55,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,3928.3,3928.3,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,187.75,187.75,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,1710.15,1710.15,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,2151.6,2151.6,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1221.55,1221.55,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,1496.45,1496.45,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,One year,One Year,Credit card (automatic),Credit Card,1292.2,1292.2,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,25.15,25.15,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,1713.1,1713.1,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,One year,One Year,Mailed check,Credit Card,1748.9,1748.9,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,1114.55,1114.55,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,609.1,609.1,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Two Year,Credit card (automatic),Credit Card, ,560.5,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,141.6,141.6,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,4688.65,4688.65,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,563.05,563.05,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,5985,5985.0,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,373.5,373.5,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2553.35,2553.35,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Two year,Two Year,Mailed check,Credit Card,4322.85,4322.85,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,250.8,250.8,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,4549.05,4549.05,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Electronic check,Bank Withdrawal,1359.5,1359.5,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,178.85,178.85,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,633.85,633.85,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,5315.1,5315.1,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,735.5,735.5,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,6474.4,6474.4,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,4421.95,4421.95,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,One Year,Electronic check,Bank Withdrawal,4904.85,4904.85,,
Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,One year,One Year,Electronic check,Bank Withdrawal,4484.05,4484.05,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,2033.85,2033.85,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,538.2,538.2,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Mailed check,Credit Card,2192.9,2192.9,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,19.85,19.85,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Mailed check,Credit Card,3858.05,3858.05,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,854.8,854.8,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,5815.15,5815.15,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,3970.4,3970.4,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,3058.15,3058.15,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,6145.2,6145.2,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,129.2,129.2,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Credit Card,1165.9,1165.9,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,4904.25,4904.25,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,5632.55,5632.55,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,1643.25,1643.25,,
DSL,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,740.55,740.55,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,4888.2,4888.2,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2440.25,2440.25,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Credit card (automatic),Credit Card,620.55,620.55,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,20.35,20.35,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,6840.95,6840.95,,
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,319.6,319.6,,
Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1938.05,1938.05,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Mailed Check,294.5,294.5,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,58.3,58.3,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,546.45,546.45,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,797.1,797.1,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1673.8,1673.8,,
DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Two year,Two Year,Mailed check,Mailed Check,343.45,343.45,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,7412.25,7412.25,,
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,4039,4039.0,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,One Year,Bank transfer (automatic),Bank Withdrawal,2948.6,2948.6,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Two year,Two Year,Credit card (automatic),Credit Card,6078.75,6078.75,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,3418.2,3418.2,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,6603.8,6603.8,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,3166.9,3166.9,,
DSL,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,One Year,Credit card (automatic),Credit Card,865.75,865.75,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,6373.1,6373.1,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Mailed Check,1177.05,1177.05,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,5985.75,5985.75,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,7869.05,7869.05,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Mailed Check,936.7,936.7,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,741.4,741.4,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One year,One Year,Electronic check,Bank Withdrawal,6585.2,6585.2,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,One Year,Electronic check,Bank Withdrawal,3122.4,3122.4,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Mailed Check,1088.25,1088.25,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Credit card (automatic),Credit Card,615.35,615.35,,
DSL,Yes,No,No,No,No,Yes,Yes,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,2908.2,2908.2,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,739.9,739.9,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,593.85,593.85,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,One Year,Credit card (automatic),Credit Card,7227.45,7227.45,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,1291.35,1291.35,,
DSL,Yes,No,No,No,No,No,No,No,No,One year,One Year,Mailed check,Credit Card,2023.55,2023.55,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Credit card (automatic),Credit Card,153.95,153.95,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,5458.8,5458.8,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,5244.45,5244.45,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,154.55,154.55,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Electronic check,Bank Withdrawal,4507.15,4507.15,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Mailed check,Mailed Check,2031.95,2031.95,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,50.05,50.05,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,473.9,473.9,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Two Year,Bank transfer (automatic),Bank Withdrawal,106.8,106.8,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,152.6,152.6,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,1199.4,1199.4,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Two Year,Credit card (automatic),Credit Card,2555.05,2555.05,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2979.2,2979.2,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,654.85,654.85,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,3834.4,3834.4,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,4586.15,4586.15,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Electronic check,Bank Withdrawal,5941.05,5941.05,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,2234.95,2234.95,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Mailed Check,666.75,666.75,,
DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Mailed check,Credit Card,547.8,547.8,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,74.6,74.6,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,571.15,571.15,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Mailed check,Credit Card,1756.6,1756.6,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,5731.45,5731.45,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,156.85,156.85,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,2683.2,2683.2,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,4456.65,4456.65,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,6998.95,6998.95,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,36.8,36.8,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,2265,2265.0,,
DSL,Yes,No,No,No,No,No,No,No,No,One year,One Year,Mailed check,Credit Card,1309.15,1309.15,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,4754.3,4754.3,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Two Year,Electronic check,Bank Withdrawal,1235.55,1235.55,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,3562.5,3562.5,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Electronic check,Bank Withdrawal,7213.75,7213.75,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,5914.4,5914.4,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,51.25,51.25,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One year,One Year,Mailed check,Credit Card,1282.85,1282.85,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,4738.85,4738.85,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,19.55,19.55,,
Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,795.65,795.65,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,4993.4,4993.4,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,61.45,61.45,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,4018.55,4018.55,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Two Year,Electronic check,Bank Withdrawal,6081.4,6081.4,,
DSL,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,1478.85,1478.85,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,243.65,243.65,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,One year,One Year,Electronic check,Bank Withdrawal,2633.95,2633.95,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,4735.35,4735.35,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1247.75,1247.75,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,3794.5,3794.5,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1008.7,1008.7,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Two Year,Bank transfer (automatic),Bank Withdrawal,2130.55,2130.55,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,5727.15,5727.15,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,1372.9,1372.9,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1203.9,1203.9,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1215.1,1215.1,,
DSL,Yes,No,No,No,No,No,No,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,2877.05,2877.05,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1579.7,1579.7,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,5514.95,5514.95,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,96.1,96.1,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,55.25,55.25,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One year,One Year,Electronic check,Bank Withdrawal,2443.3,2443.3,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,335.4,335.4,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,7002.95,7002.95,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,158.95,158.95,,
